  0.258  3.570 -23.79 -14.56  -3.98   0.01  -0.47  -5.22 -10.83 -15.15 -18.63 -21.65 -24.48 -27.25 -30.04 -32.84 -35.62 -38.31 -40.88 -43.27 -45.47 -47.46 -49.23 -51.00 -52.95 -55.17 -57.38 -59.51 -61.56 -63.53 -65.40 -67.16 -68.77 -70.29 -71.70 -73.02 -74.26 -76.06 -76.98 -77.70 -78.27 -78.71
  0.268  3.697 -25.54 -16.79  -6.54  -0.07  -0.14  -3.75  -9.61 -14.27 -17.95 -21.11 -24.02 -26.85 -29.67 -32.48 -35.25 -37.94 -40.49 -42.86 -45.03 -46.99 -48.74 -50.48 -52.41 -54.61 -56.80 -58.92 -60.96 -62.92 -64.80 -66.56 -68.19 -69.72 -71.15 -72.50 -73.79 -75.66 -76.64 -77.43 -78.06 -78.54
  0.278  3.825 -27.21 -18.85  -9.16  -0.56  -0.03  -2.37  -8.29 -13.31 -17.23 -20.53 -23.54 -26.42 -29.28 -32.10 -34.88 -37.56 -40.09 -42.44 -44.59 -46.52 -48.24 -49.96 -51.87 -54.06 -56.24 -58.34 -60.38 -62.34 -64.21 -65.98 -67.61 -69.15 -70.61 -71.98 -73.30 -75.25 -76.30 -77.14 -77.82 -78.36
  0.287  3.953 -28.79 -20.79 -11.67  -1.82  -0.01  -1.25  -6.87 -12.25 -16.44 -19.91 -23.02 -25.97 -28.86 -31.71 -34.49 -37.16 -39.68 -42.01 -44.14 -46.05 -47.75 -49.45 -51.34 -53.51 -55.68 -57.78 -59.80 -61.76 -63.64 -65.40 -67.04 -68.60 -70.07 -71.47 -72.82 -74.84 -75.94 -76.84 -77.57 -78.16
  0.298  4.080 -30.30 -22.60 -14.01  -3.88   0.01  -0.51  -5.37 -11.11 -15.59 -19.25 -22.48 -25.50 -28.43 -31.30 -34.09 -36.76 -39.26 -41.58 -43.69 -45.58 -47.26 -48.95 -50.82 -52.98 -55.13 -57.22 -59.24 -61.19 -63.07 -64.84 -66.48 -68.05 -69.54 -70.96 -72.34 -74.41 -75.57 -76.52 -77.31 -77.95
  0.308  4.207 -31.74 -24.30 -16.18  -6.37  -0.07  -0.16  -3.86  -9.86 -14.67 -18.54 -21.90 -25.00 -27.98 -30.88 -33.67 -36.34 -38.84 -41.14 -43.23 -45.11 -46.77 -48.44 -50.30 -52.45 -54.59 -56.67 -58.69 -60.64 -62.51 -64.29 -65.93 -67.51 -69.01 -70.45 -71.85 -73.98 -75.19 -76.19 -77.04 -77.73
  0.318  4.335 -33.13 -25.92 -18.21  -8.92  -0.56  -0.05  -2.45  -8.50 -13.67 -17.78 -21.28 -24.47 -27.51 -30.43 -33.25 -35.91 -38.40 -40.70 -42.77 -44.63 -46.28 -47.94 -49.79 -51.92 -54.06 -56.13 -58.14 -60.09 -61.97 -63.74 -65.40 -66.98 -68.49 -69.95 -71.37 -73.55 -74.80 -75.86 -76.75 -77.49
  0.328  4.463 -34.46 -27.46 -20.10 -11.37  -1.81  -0.01  -1.31  -7.04 -12.59 -16.95 -20.62 -23.92 -27.01 -29.97 -32.80 -35.47 -37.96 -40.24 -42.31 -44.16 -45.79 -47.44 -49.28 -51.40 -53.54 -55.60 -57.61 -59.56 -61.43 -63.21 -64.87 -66.45 -67.98 -69.45 -70.89 -73.12 -74.41 -75.51 -76.45 -77.25
  0.338  4.590 -35.75 -28.93 -21.87 -13.67  -3.84   0.02  -0.56  -5.51 -11.40 -16.07 -19.92 -23.33 -26.49 -29.49 -32.34 -35.02 -37.51 -39.78 -41.84 -43.68 -45.30 -46.94 -48.77 -50.89 -53.02 -55.08 -57.09 -59.03 -60.91 -62.68 -64.35 -65.94 -67.47 -68.95 -70.42 -72.68 -74.01 -75.15 -76.15 -76.99
  0.349  4.718 -36.99 -30.33 -23.54 -15.80  -6.27  -0.07  -0.19  -3.97 -10.12 -15.11 -19.16 -22.70 -25.95 -28.99 -31.87 -34.56 -37.05 -39.32 -41.37 -43.20 -44.82 -46.45 -48.27 -50.39 -52.51 -54.57 -56.57 -58.51 -60.39 -62.17 -63.83 -65.43 -66.97 -68.46 -69.95 -72.24 -73.61 -74.79 -75.83 -76.72
  0.360  4.845 -38.20 -31.68 -25.12 -17.79  -8.78  -0.56  -0.06  -2.53  -8.72 -14.07 -18.36 -22.04 -25.37 -28.47 -31.38 -34.08 -36.58 -38.85 -40.89 -42.72 -44.33 -45.95 -47.77 -49.88 -52.00 -54.06 -56.06 -58.00 -59.88 -61.66 -63.33 -64.93 -66.48 -67.98 -69.48 -71.81 -73.20 -74.42 -75.50 -76.44
  0.370  4.973 -39.37 -32.98 -26.63 -19.64 -11.19  -1.82  -0.01  -1.37  -7.23 -12.95 -17.50 -21.34 -24.77 -27.93 -30.87 -33.59 -36.10 -38.37 -40.41 -42.23 -43.84 -45.46 -47.28 -49.39 -51.50 -53.56 -55.56 -57.50 -59.38 -61.16 -62.83 -64.44 -65.99 -67.51 -69.01 -71.37 -72.79 -74.05 -75.17 -76.15
  0.381  5.100 -40.50 -34.23 -28.06 -21.38 -13.44  -3.82   0.03  -0.61  -5.66 -11.72 -16.57 -20.59 -24.13 -27.36 -30.34 -33.09 -35.60 -37.88 -39.93 -41.75 -43.36 -44.97 -46.79 -48.89 -51.01 -53.06 -55.06 -57.01 -58.88 -60.67 -62.34 -63.95 -65.51 -67.03 -68.55 -70.94 -72.39 -73.67 -74.83 -75.85
  0.392  5.228 -41.61 -35.44 -29.43 -23.03 -15.54  -6.22  -0.05  -0.23  -4.09 -10.40 -15.57 -19.80 -23.46 -26.77 -29.80 -32.57 -35.10 -37.39 -39.44 -41.26 -42.87 -44.49 -46.30 -48.41 -50.52 -52.57 -54.57 -56.52 -58.40 -60.18 -61.86 -63.48 -65.04 -66.57 -68.10 -70.50 -71.98 -73.29 -74.49 -75.54
  0.403  5.355 -42.69 -36.61 -30.75 -24.58 -17.50  -8.68  -0.56  -0.08  -2.63  -8.97 -14.49 -18.95 -22.76 -26.15 -29.23 -32.04 -34.59 -36.89 -38.94 -40.77 -42.38 -44.00 -45.81 -47.92 -50.03 -52.09 -54.09 -56.03 -57.92 -59.71 -61.38 -63.00 -64.57 -66.11 -67.65 -70.07 -71.57 -72.91 -74.14 -75.23
  0.414  5.482 -43.74 -37.75 -32.02 -26.06 -19.32 -11.06  -1.82  -0.01  -1.45  -7.43 -13.33 -18.04 -22.01 -25.50 -28.64 -31.49 -34.07 -36.38 -38.44 -40.28 -41.89 -43.51 -45.33 -47.44 -49.55 -51.61 -53.61 -55.56 -57.44 -59.23 -60.91 -62.54 -64.11 -65.65 -67.20 -69.64 -71.16 -72.53 -73.78 -74.91
  0.425  5.610 -44.77 -38.86 -33.25 -27.47 -21.04 -13.28  -3.81   0.05  -0.67  -5.83 -12.06 -17.07 -21.22 -24.82 -28.04 -30.93 -33.53 -35.86 -37.94 -39.78 -41.40 -43.03 -44.85 -46.96 -49.08 -51.14 -53.14 -55.09 -56.97 -58.77 -60.45 -62.08 -63.66 -65.20 -66.75 -69.21 -70.75 -72.14 -73.42 -74.58
  0.436  5.737 -45.78 -39.94 -34.44 -28.82 -22.65 -15.35  -6.18  -0.03  -0.27  -4.22 -10.70 -16.03 -20.38 -24.11 -27.40 -30.34 -32.98 -35.33 -37.43 -39.28 -40.91 -42.54 -44.37 -46.48 -48.61 -50.67 -52.67 -54.62 -56.51 -58.31 -59.99 -61.62 -63.20 -64.76 -66.32 -68.79 -70.34 -71.75 -73.06 -74.25
  0.448  5.865 -46.77 -40.99 -35.59 -30.11 -24.18 -17.27  -8.61  -0.54  -0.10  -2.74  -9.22 -14.91 -19.49 -23.36 -26.74 -29.74 -32.42 -34.80 -36.91 -38.77 -40.41 -42.06 -43.89 -46.01 -48.14 -50.20 -52.21 -54.16 -56.05 -57.85 -59.54 -61.17 -62.76 -64.31 -65.88 -68.37 -69.93 -71.37 -72.70 -73.92
  0.460  5.992 -47.73 -42.02 -36.70 -31.36 -25.63 -19.07 -10.95  -1.81  -0.01  -1.54  -7.65 -13.70 -18.55 -22.58 -26.06 -29.12 -31.84 -34.25 -36.38 -38.27 -39.92 -41.57 -43.41 -45.54 -47.67 -49.74 -51.75 -53.71 -55.60 -57.40 -59.09 -60.73 -62.32 -63.88 -65.45 -67.95 -69.53 -70.98 -72.33 -73.58
  0.471  6.120 -48.68 -43.03 -37.79 -32.56 -27.02 -20.76 -13.14  -3.79   0.07  -0.74  -6.01 -12.40 -17.53 -21.75 -25.34 -28.48 -31.25 -33.69 -35.85 -37.75 -39.42 -41.09 -42.94 -45.07 -47.20 -49.28 -51.29 -53.25 -55.15 -56.95 -58.65 -60.29 -61.88 -63.45 -65.02 -67.53 -69.12 -70.59 -71.96 -73.24
  0.483  6.247 -49.62 -44.01 -38.84 -33.73 -28.35 -22.34 -15.17  -6.14   0.01  -0.33  -4.37 -10.99 -16.45 -20.87 -24.59 -27.82 -30.64 -33.12 -35.31 -37.23 -38.92 -40.60 -42.46 -44.60 -46.74 -48.82 -50.84 -52.81 -54.70 -56.51 -58.21 -59.85 -61.45 -63.02 -64.60 -67.12 -68.72 -70.20 -71.59 -72.89
  0.495  6.375 -50.54 -44.98 -39.88 -34.86 -29.62 -23.85 -17.07  -8.54  -0.51  -0.13  -2.86  -9.47 -15.29 -19.94 -23.81 -27.13 -30.01 -32.54 -34.76 -36.71 -38.42 -40.11 -41.98 -44.13 -46.28 -48.37 -50.39 -52.36 -54.26 -56.07 -57.78 -59.42 -61.02 -62.59 -64.18 -66.71 -68.32 -69.81 -71.22 -72.54
  0.507  6.503 -51.44 -45.92 -40.88 -35.95 -30.85 -25.28 -18.84 -10.84  -1.78   0.00  -1.64  -7.86 -14.04 -18.95 -22.99 -26.41 -29.37 -31.95 -34.20 -36.18 -37.91 -39.62 -41.51 -43.67 -45.82 -47.91 -49.95 -51.92 -53.83 -55.64 -57.35 -58.99 -60.60 -62.17 -63.76 -66.30 -67.92 -69.43 -70.85 -72.19
  0.520  6.630 -52.33 -46.85 -41.87 -37.02 -32.03 -26.64 -20.49 -12.99  -3.76   0.11  -0.83  -6.18 -12.69 -17.90 -22.12 -25.67 -28.70 -31.34 -33.64 -35.64 -37.40 -39.13 -41.03 -43.20 -45.37 -47.47 -49.50 -51.48 -53.39 -55.21 -56.92 -58.57 -60.18 -61.76 -63.35 -65.89 -67.52 -69.04 -70.48 -71.84
  0.532  6.758 -53.20 -47.77 -42.84 -38.06 -33.17 -27.94 -22.05 -14.99  -6.08   0.07  -0.38  -4.51 -11.24 -16.78 -21.21 -24.89 -28.02 -30.72 -33.06 -35.10 -36.88 -38.63 -40.55 -42.73 -44.91 -47.02 -49.06 -51.04 -52.96 -54.78 -56.49 -58.15 -59.76 -61.34 -62.94 -65.49 -67.13 -68.66 -70.11 -71.49
  0.545  6.885 -54.07 -48.67 -43.78 -39.07 -34.28 -29.19 -23.53 -16.85  -8.45  -0.45  -0.15  -2.97  -9.69 -15.58 -20.25 -24.08 -27.31 -30.08 -32.47 -34.55 -36.36 -38.13 -40.07 -42.27 -44.46 -46.57 -48.62 -50.61 -52.53 -54.36 -56.07 -57.73 -59.34 -60.93 -62.53 -65.09 -66.74 -68.27 -69.74 -71.13
  0.558  7.013 -54.92 -49.55 -44.71 -40.06 -35.36 -30.40 -24.93 -18.59 -10.71  -1.74   0.02  -1.74  -8.04 -14.30 -19.23 -23.23 -26.57 -29.42 -31.87 -33.99 -35.83 -37.63 -39.59 -41.80 -44.00 -46.12 -48.18 -50.18 -52.10 -53.93 -55.65 -57.32 -58.93 -60.52 -62.13 -64.69 -66.34 -67.89 -69.37 -70.77
  0.571  7.140 -55.76 -50.43 -45.63 -41.03 -36.40 -31.56 -26.27 -20.22 -12.83  -3.72   0.16  -0.90  -6.33 -12.92 -18.15 -22.34 -25.81 -28.74 -31.25 -33.42 -35.30 -37.12 -39.10 -41.33 -43.55 -45.68 -47.75 -49.75 -51.68 -53.51 -55.24 -56.91 -58.52 -60.12 -61.73 -64.29 -65.95 -67.51 -69.00 -70.41
  0.584  7.268 -56.60 -51.29 -46.53 -41.98 -37.43 -32.68 -27.55 -21.75 -14.79  -6.01   0.13  -0.44  -4.63 -11.44 -17.01 -21.41 -25.02 -28.04 -30.62 -32.84 -34.76 -36.61 -38.62 -40.86 -43.09 -45.23 -47.31 -49.32 -51.26 -53.10 -54.83 -56.50 -58.12 -59.71 -61.33 -63.89 -65.56 -67.13 -68.62 -70.06
  0.598  7.395 -57.42 -52.14 -47.41 -42.91 -38.42 -33.77 -28.78 -23.20 -16.62  -8.35  -0.39  -0.17  -3.07  -9.85 -15.78 -20.43 -24.19 -27.32 -29.98 -32.25 -34.21 -36.10 -38.13 -40.39 -42.63 -44.79 -46.87 -48.89 -50.84 -52.68 -54.41 -56.09 -57.71 -59.31 -60.93 -63.50 -65.17 -66.75 -68.25 -69.70
  0.611  7.523 -58.23 -52.98 -48.28 -43.82 -39.39 -34.82 -29.95 -24.57 -18.32 -10.57  -1.69   0.04  -1.82  -8.17 -14.46 -19.39 -23.33 -26.58 -29.31 -31.65 -33.65 -35.58 -37.63 -39.92 -42.18 -44.35 -46.44 -48.46 -50.42 -52.27 -54.00 -55.68 -57.31 -58.91 -60.54 -63.11 -64.79 -66.37 -67.88 -69.34
  0.625  7.650 -59.04 -53.81 -49.14 -44.72 -40.34 -35.85 -31.09 -25.88 -19.91 -12.65  -3.66   0.21  -0.97  -6.43 -13.06 -18.29 -22.42 -25.80 -28.63 -31.03 -33.09 -35.05 -37.13 -39.44 -41.72 -43.90 -46.01 -48.04 -50.00 -51.85 -53.60 -55.28 -56.91 -58.52 -60.14 -62.72 -64.40 -65.99 -67.51 -68.97
  0.639  7.777 -59.83 -54.63 -49.99 -45.61 -41.28 -36.85 -32.19 -27.13 -21.41 -14.57  -5.94   0.20  -0.48  -4.71 -11.55 -17.12 -21.48 -25.00 -27.93 -30.40 -32.51 -34.52 -36.63 -38.97 -41.26 -43.45 -45.57 -47.61 -49.58 -51.44 -53.19 -54.88 -56.51 -58.12 -59.75 -62.33 -64.02 -65.61 -67.14 -68.61
  0.654  7.905 -60.62 -55.44 -50.83 -46.48 -42.19 -37.83 -33.25 -28.32 -22.82 -16.36  -8.24  -0.33  -0.18  -3.14  -9.94 -15.87 -20.48 -24.17 -27.21 -29.76 -31.93 -33.97 -36.12 -38.48 -40.80 -43.01 -45.14 -47.19 -49.16 -51.03 -52.78 -54.47 -56.12 -57.73 -59.36 -61.94 -63.64 -65.23 -66.77 -68.25
  0.668  8.033 -61.40 -56.24 -51.66 -47.33 -43.09 -38.78 -34.28 -29.48 -24.17 -18.02 -10.42  -1.65   0.06  -1.88  -8.24 -14.54 -19.43 -23.30 -26.46 -29.10 -31.33 -33.43 -35.61 -38.00 -40.33 -42.56 -44.70 -46.76 -48.74 -50.62 -52.38 -54.07 -55.72 -57.33 -58.97 -61.55 -63.25 -64.85 -66.40 -67.89
  0.683  8.160 -62.18 -57.04 -52.47 -48.18 -43.97 -39.71 -35.29 -30.58 -25.44 -19.58 -12.46  -3.62   0.27  -1.02  -6.49 -13.12 -18.31 -22.39 -25.69 -28.42 -30.72 -32.87 -35.09 -37.51 -39.86 -42.11 -44.26 -46.34 -48.33 -50.21 -51.97 -53.67 -55.32 -56.94 -58.58 -61.17 -62.87 -64.48 -66.03 -67.53
  0.698  8.287 -62.95 -57.83 -53.29 -49.02 -44.84 -40.62 -36.26 -31.66 -26.66 -21.05 -14.35  -5.88   0.27  -0.51  -4.76 -11.59 -17.13 -21.44 -24.88 -27.72 -30.10 -32.30 -34.57 -37.01 -39.39 -41.65 -43.82 -45.91 -47.91 -49.80 -51.57 -53.28 -54.93 -56.55 -58.19 -60.78 -62.49 -64.10 -65.66 -67.16
  0.714  8.415 -63.71 -58.61 -54.09 -49.84 -45.69 -41.52 -37.22 -32.69 -27.83 -22.43 -16.10  -8.14  -0.28  -0.18  -3.18  -9.97 -15.88 -20.43 -24.05 -27.00 -29.46 -31.72 -34.03 -36.51 -38.92 -41.20 -43.38 -45.48 -47.49 -49.39 -51.17 -52.88 -54.53 -56.16 -57.81 -60.40 -62.11 -63.72 -65.29 -66.80
  0.730  8.543 -64.46 -59.39 -54.88 -50.66 -46.53 -42.40 -38.15 -33.70 -28.95 -23.73 -17.73 -10.30  -1.62   0.09  -1.92  -8.26 -14.54 -19.38 -23.18 -26.25 -28.80 -31.13 -33.49 -36.01 -38.44 -40.74 -42.94 -45.05 -47.07 -48.98 -50.76 -52.48 -54.14 -55.77 -57.42 -60.01 -61.73 -63.35 -64.91 -66.43
